user_id,global_AUC,global_TPR,global_FPR,global_FNR,cal_AUC,cal_TPR,cal_FPR,cal_tau,cal_a,cal_b,delta_TPR_cal,delta_FPR_cal,head_AUC,head_TPR,head_FPR,head_tau,delta_TPR_head,delta_FPR_head
12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0885442604597992,-0.6331587367845883,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
13,1.0,0.9090909090909091,0.0,0.09090909090909091,1.0,0.8181818181818182,0.0,0.5,0.9993774567651873,-0.7930917457653303,-0.09090909090909083,0.0,1.0,0.8181818181818182,0.0,0.5,-0.09090909090909083,0.0
14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.181478164035066,-0.3814170404081455,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
15,1.0,1.0,0.0,0.0,1.0,0.9090909090909091,0.0,0.5,1.0397667665957737,-0.7141588739410323,-0.09090909090909094,0.0,1.0,0.9090909090909091,0.0,0.5,-0.09090909090909094,0.0
16,1.0,0.8,0.0,0.2,1.0,0.8,0.0,0.5,0.9999999957904606,-0.7927973836494113,0.0,0.0,1.0,0.8,0.0,0.5,0.0,0.0
17,1.0,0.8,0.0,0.2,1.0,0.9,0.0,0.39,1.0546402544620943,-0.6108796670909776,0.09999999999999998,0.0,1.0,1.0,0.0,0.84,0.19999999999999996,0.0
18,1.0,0.6,0.0,0.4,1.0,0.5,0.0,0.55,1.0430057111852828,-0.5447029465434073,-0.09999999999999998,0.0,1.0,0.5,0.0,0.55,-0.09999999999999998,0.0
19,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.1272817185185193,-0.554918577408593,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
20,1.0,1.0,0.0,0.0,1.0,0.9090909090909091,0.0,0.5,1.0405850749353271,-0.7138428380884517,-0.09090909090909094,0.0,1.0,1.0,0.0,0.56,0.0,0.0
21,1.0,0.8,0.0,0.2,1.0,0.6,0.0,0.5,0.9999530112136138,-0.7928197192895102,-0.20000000000000007,0.0,1.0,0.6,0.0,0.5,-0.20000000000000007,0.0
22,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.9999981037906059,-0.792798283277135,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
23,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.033161947965644,-0.7175096072058387,0.0,0.0,0.9333333333333333,0.8,0.16666666666666666,0.61,-0.19999999999999996,0.16666666666666666
24,1.0,0.8181818181818182,0.0,0.18181818181818182,1.0,0.7272727272727273,0.0,0.5,0.9992793378439434,-0.7931379738240881,-0.09090909090909094,0.0,1.0,0.7272727272727273,0.0,0.5,-0.09090909090909094,0.0
25,1.0,1.0,0.0,0.0,1.0,0.9090909090909091,0.0,0.5,0.9999999889864939,-0.792797386884688,-0.09090909090909094,0.0,1.0,0.9090909090909091,0.0,0.5,-0.09090909090909094,0.0
26,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.42,1.0630751978327406,-0.6130091967073299,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
27,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.9912839073616354,-0.7967014440427105,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
28,1.0,0.9,0.0,0.1,1.0,0.9,0.0,0.5,1.0213992990310763,-0.7219094872189736,0.0,0.0,1.0,0.7,0.0,0.86,-0.20000000000000007,0.0
29,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0818352871451615,-0.624002790070306,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
30,1.0,0.8,0.0,0.2,1.0,0.6,0.0,0.5,0.9999931836879964,-0.7928006226547601,-0.20000000000000007,0.0,1.0,0.6,0.0,0.5,-0.20000000000000007,0.0
31,1.0,0.9,0.0,0.1,1.0,0.5,0.0,0.5,1.0806251599279009,-0.6324986583836371,-0.4,0.0,1.0,1.0,0.0,0.74,0.09999999999999998,0.0
32,1.0,0.9,0.0,0.1,1.0,0.9,0.0,0.5,0.9999668671581736,-0.792813134707757,0.0,0.0,1.0,0.9,0.0,0.5,0.0,0.0
33,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.1415753252057736,-0.47011256163420184,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
34,0.9666666666666667,0.6,0.0,0.4,0.9666666666666667,0.5,0.0,0.5,0.9999999881921868,-0.79279738726238,-0.09999999999999998,0.0,0.9666666666666667,0.5,0.0,0.5,-0.09999999999999998,0.0
35,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0699207727469096,-0.6384312456664156,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
36,1.0,0.9090909090909091,0.0,0.09090909090909091,1.0,0.8181818181818182,0.0,0.5,0.9834985810956921,-0.8000640293731187,-0.09090909090909083,0.0,1.0,0.8181818181818182,0.0,0.5,-0.09090909090909083,0.0
37,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.1268451806984552,-0.5541376782790354,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
38,1.0,0.6363636363636364,0.0,0.36363636363636365,1.0,0.6363636363636364,0.0,0.5,0.9968795310486698,-0.7942563927543986,0.0,0.0,1.0,0.6363636363636364,0.0,0.5,0.0,0.0
39,1.0,1.0,0.0,0.0,1.0,0.7,0.0,0.5,0.9999989711105137,-0.7927978708814962,-0.30000000000000004,0.0,1.0,0.7,0.0,0.5,-0.30000000000000004,0.0
40,1.0,0.9,0.0,0.1,1.0,0.9,0.0,0.5,1.0795744754966583,-0.6233918466423248,0.0,0.0,1.0,1.0,0.0,0.5,0.09999999999999998,0.0
41,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.9853589057784066,-0.7989638429888057,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
42,1.0,0.7,0.0,0.3,1.0,0.7,0.0,0.5,1.0983144887897187,-0.5550927740806691,0.0,0.0,1.0,0.8,0.0,0.74,0.10000000000000009,0.0
43,1.0,0.9,0.0,0.1,1.0,0.9,0.0,0.5,1.041038634430432,-0.7081252621347774,0.0,0.0,1.0,0.9,0.0,0.5,0.0,0.0
44,1.0,0.9090909090909091,0.0,0.09090909090909091,1.0,0.9090909090909091,0.0,0.5,0.9843645841425552,-0.7224268845589447,0.0,0.0,1.0,0.9090909090909091,0.0,0.92,0.0,0.0
45,1.0,1.0,0.0,0.0,1.0,0.7272727272727273,0.0,0.5,0.9999999922283137,-0.7927973853432068,-0.2727272727272727,0.0,1.0,0.7272727272727273,0.0,0.5,-0.2727272727272727,0.0
46,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0338253635849155,-0.7179176638192016,0.0,0.0,1.0,1.0,0.16666666666666666,0.77,0.0,0.16666666666666666
47,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0444475025075828,-0.7099523616977781,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
48,1.0,1.0,0.0,0.0,1.0,0.8181818181818182,0.0,0.5,1.0462065806959033,-0.712354125993906,-0.18181818181818177,0.0,1.0,1.0,0.0,0.5,0.0,0.0
49,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0610216939675847,-0.6438278778780169,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
